SubType,Rent,Rooms,Area_m2,Zip,Lat,Lon,Floor,Year_Built,is_renovated,Balcony,Elevator,Parking,View,Fireplace,Child_Friendly,CableTV,New_Building,Minergie,Wheelchair
ATTIC_FLAT,1740.0,3.5,62.0,8352,47.501209894371,8.812071734289,0.0,1996.0,0,0,0,1,0,0,0,0,0,0,0
FLAT,1550.0,4.0,87.0,8462,47.645366897375,8.605541735285,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1540.0,1.5,46.0,8118,47.360894893371,8.620741738285,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1830.0,4.5,104.0,8246,47.685355894371,8.654401736281,2.0,1970.0,1,0,0,1,0,0,0,1,0,0,0
FLAT,1975.0,3.0,60.0,8048,47.383326893371,8.480711734287,0.0,1954.0,1,0,0,0,0,0,0,1,0,0,0
FLAT,1585.0,3.0,66.0,8135,47.294309894371,8.537691734285,6.0,1960.0,1,1,0,0,1,0,0,1,0,0,0
FLAT,1615.0,1.5,27.0,8134,47.300904895373,8.520821739287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1715.0,3.5,69.0,8157,47.480804898376,8.459981734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1720.0,3.5,75.0,8132,47.296324893379,8.690411736288,2.0,1985.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1850.0,3.0,65.0,8953,47.401087897375,8.391211734285,2.0,1996.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1890.0,1.5,52.0,8049,47.409974890378,8.481301734285,5.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1388.0,3.0,50.0,8049,47.407004890378,8.482181734286,0.0,1954.0,1,0,0,0,0,0,0,1,0,0,0
FLAT,1800.0,2.5,60.0,8953,47.406174894372,8.392751734288,0.0,1960.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1885.0,3.5,68.0,8902,47.390874899377,8.419211739287,0.0,1963.0,1,1,0,0,1,0,0,0,0,0,0
FLAT,1896.0,1.0,35.0,8004,47.376974893379,8.528361733288,2.0,1988.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1840.0,1.0,47.0,8046,47.420214898376,8.504291734285,0.0,2021.0,0,1,1,1,1,0,1,1,1,0,1
FLAT,1770.0,1.0,33.0,8049,47.399443894372,8.495811734283,2.0,1996.0,0,0,1,1,1,0,0,0,0,0,0
FLAT,1830.0,3.5,81.0,8632,47.272530897375,8.855681735281,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
DUPLEX,1690.0,2.5,62.0,8910,47.275199898376,8.446401734284,2.0,1995.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1800.0,1.0,38.0,8005,47.384013899377,8.528571734285,4.0,1963.0,1,0,1,0,0,0,0,0,0,0,0
FLAT,1662.0,2.5,68.0,8197,47.615534899377,8.550601734281,2.0,2015.0,0,1,1,1,1,0,1,1,0,1,1
FLAT,1750.0,2.5,60.0,8620,47.324185893371,8.799151734289,1.0,2006.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1600.0,3.0,70.0,8953,47.403106896374,8.394021734282,3.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
SINGLE_ROOM,1690.0,1.0,90.0,8053,47.357604899377,8.599311735283,1.0,1964.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.423974894372,8.535751734282,3.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1250.0,1.5,30.0,8004,47.378056893379,8.514231730288,4.0,1909.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.424324897375,8.537051734287,0.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1563.0,2.5,56.0,8152,47.424094894372,8.574981733287,2.0,1996.0,1,1,1,1,1,0,1,0,0,0,0
FLAT,1730.0,2.5,53.0,8134,47.304894894372,8.521321735283,3.0,1966.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.423974894372,8.535751734282,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1830.0,2.5,62.0,8952,47.400714898376,8.439681734282,4.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1980.0,4.0,66.0,8052,47.425244893379,8.536611739281,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1990.0,2.0,54.0,8055,47.368624894372,8.507671733283,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1590.0,2.0,53.0,8404,47.510134894372,8.758561734286,1.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1580.0,4.0,66.0,8052,47.424056899377,8.536811734287,3.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1290.0,1.0,15.0,8045,47.356889896374,8.519351735282,6.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
SINGLE_ROOM,1290.0,1.0,19.0,8050,47.411074893379,8.569681736284,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1300.0,1.0,19.0,8052,47.427994895373,8.550081735285,3.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
FLAT,1090.0,1.0,15.0,8057,47.399543895373,8.542831734287,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1290.0,1.0,16.0,8051,47.406936896374,8.569381733284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.423974894372,8.535751734282,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1749.0,1.0,45.0,8706,47.269756890378,8.641281734286,-1.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1290.0,1.0,12.0,8003,47.366814899377,8.520311733282,4.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1390.0,1.0,25.0,8032,47.366279894372,8.564251733287,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1225.0,4.0,65.0,8052,47.424067897375,8.535161734284,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.423974894372,8.535751734282,2.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1170.0,3.0,54.0,8052,47.423975897375,8.535991734285,4.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1950.0,2.5,56.0,8303,47.439784893371,8.626331739286,3.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1980.0,4.0,66.0,8052,47.423238895373,8.542121734285,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1230.0,4.0,66.0,8052,47.423974894372,8.535751734282,4.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1150.0,3.0,50.0,8052,47.423975897375,8.535991734285,3.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1990.0,3.0,74.0,8804,47.249175890378,8.631961735286,3.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
ROOF_FLAT,1401.0,2.5,68.0,8353,47.495334890378,8.865531734283,0.0,1905.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1240.0,1.0,35.0,8050,47.406064895373,8.550401735284,2.0,1953.0,1,0,0,0,0,0,0,0,0,0,0
STUDIO,1300.0,1.0,20.0,8953,47.399744896374,8.413721735284,1.0,1996.0,0,0,0,0,1,0,0,0,1,0,0
ROOF_FLAT,1790.0,2.5,77.0,8307,47.427094894372,8.690031734281,3.0,1887.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1760.0,1.0,28.0,8006,47.383347895373,8.542731739281,3.0,1958.0,1,0,1,0,0,0,0,0,0,0,0
FLAT,1110.0,1.0,29.0,8484,47.430554897375,8.764861737289,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2000.0,2.0,25.0,8153,47.452178895373,8.528751734287,0.0,2023.0,0,0,1,1,0,0,0,0,0,0,0
FLAT,1810.0,1.0,23.0,8153,47.452178895373,8.528751734287,0.0,2023.0,0,0,1,1,0,0,0,0,0,0,0
FLAT,1880.0,2.5,61.0,8107,47.454220899377,8.440151735284,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1080.0,1.5,38.0,8105,47.430498893371,8.461231734286,0.0,1984.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1790.0,3.5,71.0,8107,47.454354899377,8.439261734281,1.0,1985.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1700.0,1.0,27.0,8047,47.369924894371,8.496731734285,5.0,1996.0,0,0,0,0,1,0,0,0,0,0,0
FLAT,1950.0,4.5,105.0,8492,47.422224897375,8.844241734288,3.0,1973.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1450.0,1.5,44.0,8050,47.408923899377,8.544591735286,3.0,1964.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1300.0,1.0,32.0,8050,47.408923899377,8.544591735286,1.0,1964.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1500.0,2.0,49.0,8050,47.408923899377,8.544591735286,2.0,1964.0,0,1,1,0,0,0,0,0,0,0,0
ATTIC_FLAT,1590.0,2.5,66.0,8352,47.501209894371,8.812071734289,3.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1960.0,3.5,90.0,8180,47.529753896374,8.543001734281,0.0,1980.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1900.0,2.5,45.0,8053,47.360494894371,8.602331734282,2.0,1968.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1865.0,1.0,34.0,8047,47.369924894371,8.496731734285,5.0,1996.0,0,1,0,0,1,0,0,0,0,0,1
FLAT,1980.0,3.5,92.0,8192,47.555564896374,8.505631734286,1.0,1989.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1658.0,1.5,27.0,8134,47.300904895373,8.520821739287,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1920.0,2.5,65.0,8126,47.335084897375,8.621111737282,0.0,1966.0,0,0,0,0,0,0,0,0,0,0,0
ROOF_FLAT,1600.0,2.5,32.0,8833,47.192525894372,8.680761734284,3.0,1931.0,1,0,0,1,0,0,0,0,0,0,0
FLAT,1409.0,1.0,44.0,8152,47.424225893371,8.562671735281,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1650.0,1.0,35.0,8048,47.389115896374,8.484731734282,2.0,1996.0,0,1,1,1,0,0,0,1,0,0,0
FLAT,1587.0,3.0,63.0,8125,47.343360896374,8.594911735284,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1740.0,1.5,43.0,8620,47.324544899377,8.797451734283,2.0,1972.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,649.0,1.0,13.0,8932,47.243368898376,8.463181734288,1.0,1996.0,1,0,0,0,0,0,0,1,0,0,0
STUDIO,1385.0,2.0,48.0,8404,47.509287897375,8.763431734281,3.0,2023.0,0,1,1,0,0,0,1,0,0,0,1
FLAT,1970.0,3.5,70.0,8800,47.288360896374,8.574221735283,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
STUDIO,1650.0,1.0,35.0,8320,47.388184898376,8.745061734287,3.0,2007.0,0,1,1,1,1,0,1,0,0,0,0
FLAT,1899.0,3.5,67.0,8051,47.409595896374,8.570561738281,1.0,1987.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1860.0,3.0,61.0,8305,47.416744899377,8.618051736288,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1614.0,1.0,23.0,8006,47.382904890378,8.546021734281,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1800.0,3.0,69.0,8153,47.448704896374,8.527821734286,3.0,1964.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1990.0,2.0,62.0,8804,47.249194897375,8.632871734282,5.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
SINGLE_ROOM,1190.0,1.0,11.0,8052,47.426398893379,8.543861736281,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1050.0,1.0,14.0,8051,47.406664897375,8.569201734285,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1090.0,1.0,14.0,8304,47.415175896374,8.601911735287,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1922.0,3.5,73.0,8707,47.266788893371,8.674301735288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1690.0,2.0,48.0,8404,47.506574893379,8.752411736282,3.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
DUPLEX,1990.0,2.5,100.0,8404,47.538324894371,8.771621730289,0.0,1988.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1060.0,1.0,11.0,8003,47.376723893379,8.514041734285,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1100.0,1.0,18.0,8600,47.399984893371,8.624791734284,1.0,1996.0,0,0,1,0,1,0,0,1,0,0,0
STUDIO,1700.0,1.0,30.0,8002,47.358064894372,8.526121734284,4.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
STUDIO,1700.0,1.0,30.0,8105,47.445274893371,8.461181734283,4.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
SINGLE_ROOM,995.0,1.0,17.0,8305,47.420694894372,8.621431734282,2.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
FLAT,1807.0,3.5,77.0,8488,47.435734897375,8.846941734281,1.0,1996.0,1,1,0,1,1,0,1,1,0,0,0
FLAT,1950.0,2.0,60.0,8152,47.427276895373,8.565601734283,2.0,1996.0,0,0,0,1,0,0,0,1,0,0,0
FLAT,1893.0,3.5,80.0,8166,47.507946894372,8.377071734281,0.0,2020.0,0,1,1,1,0,0,0,0,1,0,0
FLAT,1890.0,2.0,54.0,8134,47.312205893379,8.525221734283,0.0,1953.0,1,1,0,0,0,0,0,1,0,0,0
FLAT,1890.0,2.0,54.0,8134,47.312205893379,8.525221734283,0.0,1953.0,1,1,0,0,0,0,0,1,0,0,0
FLAT,1760.0,2.5,85.0,8414,47.547647893379,8.621701734286,2.0,1996.0,0,1,0,1,1,0,0,1,0,0,0
FLAT,1997.0,2.5,72.0,8904,47.335784895373,8.436341735287,2.0,1996.0,1,0,0,1,1,0,0,0,0,0,0
FLAT,1770.0,2.5,62.0,8953,47.401635890378,8.396261739281,4.0,1996.0,0,0,0,1,1,0,0,1,0,0,0
FLAT,1880.0,3.5,89.0,8712,47.239468893379,8.724781734282,2.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1940.0,1.5,28.0,8049,47.403174897375,8.491661735282,2.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
DUPLEX,1750.0,4.5,100.0,8197,47.612454895373,8.538561734287,1.0,1985.0,0,1,0,0,0,0,1,1,0,0,0
FLAT,1890.0,3.0,63.0,8820,47.228724894372,8.663501735289,0.0,1996.0,0,1,0,0,0,0,1,1,0,0,0
FLAT,1830.0,2.5,80.0,8195,47.590633894372,8.469001735288,0.0,1996.0,1,0,0,1,0,0,0,0,0,0,0
FLAT,1870.0,1.0,24.0,8055,47.358824898376,8.497911739284,1.0,1996.0,1,0,1,1,1,0,0,1,0,0,0
FLAT,1990.0,3.5,72.0,8805,47.208096898376,8.688441734289,0.0,1972.0,1,1,1,1,0,0,0,0,0,0,0
FLAT,1850.0,1.5,44.0,8004,47.377313897375,8.527371734288,1.0,1976.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1960.0,2.5,45.0,8045,47.364004894372,8.521771734287,4.0,1929.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1481.0,2.0,41.0,8488,47.437035894371,8.848471734286,0.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1850.0,1.5,44.0,8004,47.377313897375,8.527371734288,1.0,1976.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1960.0,2.5,45.0,8045,47.364004894372,8.521771734287,4.0,1929.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1481.0,2.0,41.0,8488,47.437035894371,8.848471734286,0.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1604.0,1.5,62.0,8307,47.431824894372,8.704821734288,4.0,1996.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1710.0,3.5,68.0,8306,47.424284898376,8.631101734289,3.0,1996.0,0,1,0,0,0,0,1,1,0,0,0
SINGLE_ROOM,1120.0,1.0,16.0,8046,47.414174894371,8.512061734286,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1204.0,1.0,15.0,8003,47.374164890378,8.516151734286,2.0,1996.0,0,0,1,0,0,0,0,0,0,0,0
SINGLE_ROOM,1200.0,1.0,18.0,8052,47.423434896374,8.545461734282,0.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1923.0,3.0,68.0,8404,47.516174890378,8.758131734284,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1624.0,2.0,43.0,8046,47.416254899377,8.515291734288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1730.0,2.0,52.0,8046,47.416254899377,8.515291734288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1890.0,3.0,67.0,8610,47.348264895373,8.708901734287,2.0,1960.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1058.0,1.5,35.0,8132,47.295195894371,8.696831736287,0.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1695.0,2.5,56.0,8105,47.427704894371,8.468611734281,2.0,1989.0,0,1,0,1,0,0,0,0,0,0,0
SINGLE_ROOM,1190.0,1.0,16.0,8046,47.424045894372,8.525051738286,0.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1919.0,2.5,62.0,8952,47.400054898376,8.442971733288,3.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1540.0,3.5,61.0,8483,47.461174894372,8.779221734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1850.0,2.5,68.0,8107,47.453470897375,8.430061737288,0.0,2009.0,0,1,0,0,0,0,0,0,0,0,0
OTHER_TYPE,521.0,1.0,41.0,8610,47.342364897375,8.734561739283,-1.0,1996.0,0,0,1,0,0,0,0,0,0,0,1
FLAT,1894.0,4.0,70.0,8400,47.507863894372,8.723361734285,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1916.0,3.5,70.0,8308,47.405604895373,8.718331734282,2.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1370.0,2.0,50.0,8008,47.354094894372,8.576101734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1020.0,1.0,22.0,8192,47.560234894372,8.498041738284,0.0,1996.0,0,0,1,1,0,0,0,0,0,0,0
FLAT,1825.0,2.5,77.0,8245,47.692399893371,8.641801734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,950.0,1.0,15.0,8635,47.277634893379,8.842261734288,0.0,1996.0,0,0,0,0,1,0,0,0,1,0,0
SINGLE_ROOM,1190.0,1.0,14.0,8050,47.412205894372,8.537751734281,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1652.0,1.0,17.0,8134,47.314148897375,8.518531734282,2.0,2021.0,0,1,1,0,1,0,0,0,1,0,1
ROOF_FLAT,1700.0,2.5,72.0,8926,47.229654897375,8.496661736282,2.0,2013.0,0,1,0,1,1,0,0,0,0,0,0
OTHER_TYPE,1350.0,2.0,18.0,8620,47.329894897375,8.802311734281,0.0,2022.0,1,0,0,1,0,1,0,0,0,0,0
FLAT,2000.0,2.5,70.0,8184,47.503490897375,8.545811730284,1.0,2025.0,0,1,1,1,0,0,0,0,0,1,1
FLAT,1980.0,2.5,64.0,8157,47.482245897375,8.457791739289,0.0,2000.0,0,0,1,1,0,0,0,0,0,0,1
FLAT,1575.0,1.5,33.0,8600,47.399266893371,8.598551737281,10.0,2024.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1980.0,2.5,64.0,8600,47.398724894371,8.601391734281,6.0,2017.0,0,1,1,1,0,0,0,0,0,1,0
FLAT,1660.0,1.5,36.0,8108,47.439204890378,8.438741734284,2.0,1980.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1930.0,1.5,60.0,8820,47.226444895373,8.662231734287,0.0,2011.0,1,1,1,1,0,0,0,0,0,0,0
FLAT,1535.0,1.5,36.0,8180,47.522416893379,8.539101738289,2.0,1996.0,0,1,1,1,1,0,0,1,0,0,0
FLAT,1650.0,3.5,87.0,8810,47.248625893379,8.602131734288,3.0,1985.0,0,1,1,1,1,1,1,1,0,0,0
FLAT,1775.0,3.0,85.0,8152,47.423424898376,8.574831735282,6.0,1996.0,1,0,1,1,1,0,0,0,0,0,1
FLAT,1960.0,1.5,24.0,8004,47.375104893371,8.528501734281,0.0,2026.0,0,1,0,0,0,0,0,1,0,0,0
OTHER_TYPE,470.0,1.0,22.0,8152,47.434804897375,8.565191734289,0.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1200.0,1.0,18.0,8618,47.276634899377,8.717341734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
OTHER_TYPE,350.0,1.0,15.0,8954,47.423845893371,8.411811734286,0.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1750.0,2.0,41.0,8050,47.406725896374,8.548321734287,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1430.0,1.5,30.0,8050,47.408874896374,8.547921737285,1.0,1955.0,1,1,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1090.0,1.0,15.0,8064,47.395413896374,8.485061735281,4.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,1100.0,1.0,30.0,8048,47.385674896374,8.485651735282,2.0,1960.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1660.0,3.0,67.0,8152,47.430945898376,8.564261734281,0.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1890.0,1.0,52.0,8037,47.387554894371,8.535351734288,0.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1465.0,2.5,48.0,8353,47.499020890378,8.864121735289,0.0,2026.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,1948.0,3.0,70.0,8155,47.475403898376,8.477851734286,2.0,1996.0,1,1,0,0,0,0,1,0,0,0,0
FLAT,1860.0,2.5,56.0,8180,47.530526898376,8.541311737285,1.0,1996.0,0,0,1,1,1,0,1,0,1,0,1
FLAT,1206.0,3.0,64.0,8008,47.354064893371,8.576241733286,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
ROOF_FLAT,1300.0,2.5,55.0,8634,47.247384897375,8.772441734282,2.0,1996.0,0,0,0,1,1,0,0,0,0,0,0
FLAT,1700.0,2.5,47.0,8545,47.540653895373,8.786461734281,2.0,1996.0,0,1,1,1,0,0,0,0,0,0,1
FLAT,1947.0,3.0,65.0,8302,47.442614896374,8.576901733283,0.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1746.0,3.0,70.0,8152,47.430544894371,8.562551734285,1.0,1996.0,1,1,0,1,0,0,0,1,0,0,0
FLAT,1640.0,1.0,17.0,8005,47.380694899377,8.536001734285,1.0,1996.0,0,1,0,0,1,0,0,1,0,0,0
FLAT,1815.0,2.5,60.0,8803,47.305859895373,8.544021734285,2.0,1986.0,0,1,0,0,1,0,0,1,0,0,0
FLAT,1726.0,3.0,70.0,8048,47.387684893379,8.473631735284,0.0,1962.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1307.0,3.0,84.0,8135,47.271664894372,8.554811734281,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1620.0,3.0,62.0,8953,47.397260899377,8.415951734284,0.0,1961.0,0,0,0,1,0,0,0,0,0,0,0
FLAT,1820.0,2.5,65.0,8484,47.434278893371,8.763711736287,2.0,1996.0,0,1,0,1,0,0,0,1,0,0,0
FLAT,1800.0,2.5,96.0,8103,47.411814893371,8.449721734284,3.0,2009.0,0,1,1,1,1,0,0,0,0,0,1
FLAT,1845.0,1.0,28.0,8048,47.387024894372,8.489011739281,3.0,1996.0,1,0,1,0,1,0,0,1,0,0,0
FLAT,1980.0,3.5,82.0,8424,47.503399890378,8.594581737285,0.0,2016.0,0,0,1,1,0,0,0,0,1,0,1
ROOF_FLAT,1590.0,2.5,52.0,8472,47.537327893379,8.729341735287,2.0,1969.0,0,0,0,1,0,0,0,1,0,0,0
FLAT,1950.0,3.5,86.0,8340,47.298134898376,8.844081734285,1.0,1996.0,0,1,0,0,0,0,1,1,0,0,0
FLAT,1990.0,3.0,85.0,8125,47.346864894371,8.600691734289,1.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
SINGLE_ROOM,1195.0,1.0,14.0,8630,47.258534896374,8.857991730281,2.0,1996.0,1,1,0,1,1,0,0,0,0,0,0
STUDIO,1980.0,1.0,78.0,8320,47.387174894372,8.753201734281,4.0,1996.0,1,1,0,1,1,0,0,1,0,0,0
FLAT,2000.0,1.5,32.0,8004,47.374664893371,8.522101734281,2.0,1996.0,0,1,1,0,0,0,0,0,1,0,0
SINGLE_ROOM,600.0,1.0,10.0,8192,47.560644890378,8.497291734287,3.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1347.0,4.5,114.0,8057,47.402324890378,8.532511733287,7.0,2020.0,0,1,1,1,1,0,1,0,1,1,1
FLAT,1350.0,2.0,55.0,8048,47.390204899377,8.479561734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1280.0,1.0,50.0,8904,47.337834893379,8.431581734287,1.0,1996.0,0,0,1,0,0,0,0,0,1,0,1
TERRACE_FLAT,1400.0,2.5,65.0,8050,47.409714894371,8.541121734289,2.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
SINGLE_ROOM,810.0,1.0,20.0,8133,47.286925894372,8.711551734281,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1839.0,3.5,85.0,8404,47.519815898376,8.754581734281,2.0,1987.0,0,1,0,1,0,0,1,0,0,0,0
FLAT,1860.0,3.5,98.0,8404,47.501780893371,8.747221734289,3.0,1995.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1601.0,1.0,30.0,8004,47.377654896374,8.528351739284,3.0,1996.0,0,0,1,0,0,0,0,1,0,0,0
FLAT,1813.0,1.5,36.0,8048,47.390269896374,8.484431733283,1.0,2024.0,0,1,1,1,0,0,0,1,0,0,1
FLAT,1898.0,4.0,85.0,8400,47.490804895373,8.751521737289,1.0,1996.0,1,1,1,0,0,0,0,1,0,0,0
FLAT,1900.0,2.0,40.0,8050,47.410023893371,8.542041734288,1.0,1996.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1685.0,3.5,73.0,8180,47.512885896374,8.529571735287,0.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1660.0,1.5,40.0,8006,47.388648894372,8.544291738281,-1.0,1996.0,1,1,1,0,0,0,0,0,0,0,1
FLAT,990.0,1.0,29.0,8618,47.268449899377,8.722401734285,0.0,1991.0,0,0,0,1,0,0,1,1,0,0,0
FLAT,1500.0,1.5,35.0,8953,47.402327896374,8.390441730281,3.0,1973.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1650.0,3.5,56.0,8400,47.506344894371,8.713731736284,3.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1837.0,2.5,63.0,8932,47.244014890378,8.459601734283,1.0,2025.0,0,1,1,1,1,0,0,1,0,0,1
